Experiment Name,Specimen Name,Well Name,Record Date,$OP,GUID,All Events #Events,All Events %Parent,whole population #Events,whole population %Parent,singlet #Events,singlet %Parent,FITC #Events,FITC %Parent
20240610_KWTITER,plate_4,D5,6/10/24 18:19,Phillips ,5bb86ea9-8894-420e-8a74-8b6dc7c70efa ,1008,,604,59.9,582,96.4,2,0.3
20240610_KWTITER,plate_4,D6,6/10/24 18:19,Phillips ,996e1e1e-9ea8-4f22-94f8-3e8e9ec1b171 ,1561,,951,60.9,909,95.6,3,0.3
20240610_KWTITER,plate_4,D7,6/10/24 18:19,Phillips ,5151a115-fffb-4666-b384-3fee672df688 ,16850,,10301,61.1,10000,97.1,13,0.1
20240610_KWTITER,plate_4,D8,6/10/24 18:20,Phillips ,4737dc50-331b-4c77-8794-539e41153ecc ,855,,482,56.4,475,98.5,1,0.2
20240610_KWTITER,plate_4,E1,6/10/24 18:20,Phillips ,4ad1f7b4-83b3-459c-ae8d-f5525cfd5aaf ,1413,,964,68.2,924,95.9,2,0.2
20240610_KWTITER,plate_4,E2,6/10/24 18:21,Phillips ,d5b645ef-ae2d-46cf-8201-41083c7bb40c ,1264,,796,63,768,96.5,7,0.9
20240610_KWTITER,plate_4,E3,6/10/24 18:21,Phillips ,ee0b98ae-d90b-4008-8417-7dd1455b0089 ,15818,,10471,66.2,10000,95.5,48,0.5
20240610_KWTITER,plate_4,E4,6/10/24 18:21,Phillips ,3191cd0f-3e06-4d1e-b712-255bdef4e1f7 ,16786,,10406,62,10000,96.1,34,0.3
20240610_KWTITER,plate_4,E5,6/10/24 18:21,Phillips ,ab6773f5-661e-499c-ba3b-d780c8a21be6 ,14710,,10556,71.8,10000,94.7,119,1.2
20240610_KWTITER,plate_4,E6,6/10/24 18:48,Phillips ,08f433c0-6b9f-49bf-9c1a-8c1ea2bc16d0 ,19224,,10488,54.6,10000,95.3,275,2.8
20240610_KWTITER,plate_4,E7,6/10/24 18:48,Phillips ,a2e07867-31aa-4b98-aa4d-6b283f8ddda8 ,17569,,10471,59.6,10000,95.5,54,0.5
20240610_KWTITER,plate_4,E8,6/10/24 18:48,Phillips ,2f76a31b-8466-44f5-b09e-b0a8ef9a8830 ,20268,,10551,52.1,10000,94.8,63,0.6
20240610_KWTITER,plate_4,F1,6/10/24 18:25,Phillips ,a589ede8-a4f0-4bbc-a8cd-9f39ce391688 ,743,,379,51,370,97.6,0,0
20240610_KWTITER,plate_4,F2,6/10/24 18:25,Phillips ,0aeaebc0-b93c-4b11-9ee0-35ed9603e518 ,771,,437,56.7,415,95,1,0.2
20240610_KWTITER,plate_4,F3,6/10/24 18:25,Phillips ,c59e4b4e-2995-46a6-86ff-c737e1b5cccd ,2933,,1637,55.8,1576,96.3,3,0.2
20240610_KWTITER,plate_4,F4,6/10/24 18:26,Phillips ,eb6a8ea6-1a35-4e23-9233-8b1564e35dbc ,2510,,1363,54.3,1305,95.7,3,0.2
20240610_KWTITER,plate_4,F5,6/10/24 18:26,Phillips ,7fc4a2ba-eddf-4bb2-b969-b8399262f4b2 ,286,,159,55.6,157,98.7,0,0
20240610_KWTITER,plate_4,F6,6/10/24 18:49,Phillips ,e20c6413-4d8b-48da-b886-5826f4447c1a ,1215,,585,48.1,558,95.4,6,1.1
20240610_KWTITER,plate_4,F7,6/10/24 18:49,Phillips ,39cd105a-6e0a-41c8-a14f-cd1341dc84f3 ,21979,,10374,47.2,10000,96.4,31,0.3
20240610_KWTITER,plate_4,F8,6/10/24 18:49,Phillips ,16c97a01-87b5-4318-80d3-56622a155351 ,2234,,1050,47,1004,95.6,2,0.2
20240610_KWTITER,plate_4,G1,6/10/24 18:31,Phillips ,c6d7613b-a91a-4e7b-a2e9-8b31a5d9b7f5 ,22159,,10276,46.4,10000,97.3,20,0.2
20240610_KWTITER,plate_4,G2,6/10/24 18:32,Phillips ,61d6a7bf-2f33-441e-9f38-4e8844037c23 ,21446,,10261,47.8,10000,97.5,22,0.2
20240610_KWTITER,plate_4,G3,6/10/24 18:32,Phillips ,8fa4d926-73f9-40b5-9e5e-088b31d67ca5 ,21699,,10268,47.3,10000,97.4,21,0.2
20240610_KWTITER,plate_4,G4,6/10/24 18:32,Phillips ,6c4cccdf-28bc-4ebc-8e0b-3b3e1d511530 ,22416,,10241,45.7,10000,97.6,17,0.2
20240610_KWTITER,plate_4,G5,6/10/24 18:33,Phillips ,fb02e62d-1da1-4fef-97d9-b0567b597848 ,1341,,764,57,723,94.6,1,0.1
20240610_KWTITER,plate_4,G6,6/10/24 18:33,Phillips ,2c67e497-3305-4f6c-8650-463cd9408514 ,1391,,655,47.1,643,98.2,0,0
20240610_KWTITER,plate_4,G7,6/10/24 18:34,Phillips ,05c46aba-2f18-4878-9306-ec43f6612b65 ,20494,,10276,50.1,10000,97.3,18,0.2
